Материал,Класс,Поставщики
770001329018,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
770001329019,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
770001329020,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
770001329026,G210402,"['62488', '69573', '94293', '83996']"
770001329027,G210402,"['62488', '79691', '103684', '69573', '83996', '103704', '94293']"
770001329134,G210502,['66005']
770001329135,G210502,"['58691', '66005', '40661']"
770001329302,G210403,"['86060', '96633']"
770001329308,G2109,"['39295', '76351']"
770001329350,G21050101,['58691']
770001329351,G21050101,['58691']
770001329375,G21050102,['61448']
770001329499,G210512,['47772']
770001329654,G2170,"['105623', '94401', '104734', '104735']"
770001329682,G210402,"['105623', '94401', '104734', '104735']"
770001329713,G210512,"['59541', '58691', '52095', '76925', '47772']"
770001329829,G210511,"['59541', '47772', '58691']"
770001329830,G210511,"['97435', '69573', '105457', '83996', '103704', '94293']"
770001330671,G21040101,"['62488', '83996']"
770001330722,G21040101,"['104795', '51983', '72631', '83996', '94401', '74111', '104735']"
770001330735,G21040101,"['7175108163', '83996']"
770001330764,G21040101,['83996']
770001330774,G21040101,['92706']
770001330956,G210511,"['59541', '76925', '47772', '58691']"
770001330981,G210402,"['98235', '23472', '62488', '79691', '69573', '83996', '103704', '94293', '74111']"
770001330998,G21050102,"['47772', '94401', '104734']"
770001331013,G21050104,"['47772', '104735', '104734', '51983']"
770001331037,G21050101,"['104795', '73073', '104735']"
770001332822,G2110,"['83780', '48556', '73082']"
770001332840,G210511,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770001332920,G210506,"['69418', '73073', '77171', '56907', '72164', '102617']"
770001333082,G21050102,"['59541', '58691', '61448', '76925', '47772', '103322']"
770001333158,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770001333167,G21050101,"['59541', '47772', '58691']"
770001333186,G21040101,"['104734', '51983', '94401', '74111', '104735']"
770001333262,G21050101,['47772']
770001333267,G21050101,['47772']
770001333305,G210512,"['104795', '104734', '51983', '94401', '104735']"
770001333617,G2110,"['67232', '52264', '78951', '48556', '73082']"
770001333689,G21040101,"['23472', '62488', '79691', '103684', '69573', '83996', '103704', '94293']"
770001333748,G21050102,"['104795', '94401', '104734', '104735']"
770001333777,G21050104,"['104795', '94401', '104734', '104735']"
770001333779,G21050301,['78233']
770001334124,G210502,"['63104', '69418', '59541', '58464', '58691', '61448', '72148', '47772', '103322']"
770001334215,G210402,"['23472', '79691', '83996', '103704', '94293']"
770001334287,G210470,"['62488', '79691', '69573', '83996', '103704', '94293']"
770001334288,G210470,"['62488', '79691', '83996', '103704', '94293']"
770001334308,G210470,"['79691', '103704', '94293']"
770001334316,G2110,"['67232', '73636', '57299', '79691', '83996', '52264', '78951', '48556', '26107', '73082', '49017', '74111']"
770001334444,G2106,['58464']
770001334448,G2106,['72148']
770001334457,G210502,"['61448', '47772', '58691']"
770001334462,G210502,"['61448', '47772', '58691']"
770001334471,G210502,"['61448', '47772', '58691']"
770001334545,G21050102,"['59541', '58691', '61448', '76925', '47772', '103322']"
770001334607,G2106,"['47772', '25890']"
770001334885,G21050301,"['68501', '62752']"
770001334917,G21050102,"['59541', '60519', '47772', '52095', '25890']"
770001334934,G21050102,"['59541', '52095', '25890', '47772', '60519']"
770001335035,G210502,"['61448', '47772', '58691']"
770001335073,G210502,['58691']
770001335135,G21050101,['59541']
770001335147,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001335152,G21050101,['72148']
770001335157,G21050101,['59541']
770001335161,G21050101,['54948']
770001335165,G21050101,['54948']
770001335170,G21050101,"['59541', '49306']"
770001335174,G21050101,['54948']
770001335177,G21050101,['54948']
770001335179,G21050101,['54948']
770001335183,G21050101,['54948']
770001335185,G21050101,['54948']
770001335186,G21050102,"['59541', '58691', '52095', '61448', '47772']"
770001335192,G21050101,['54948']
770001335269,G2106,['72148']
770001335279,G210511,['72148']
770001335438,G21050102,['58691']
770001335450,G210502,['58691']
770001335498,G210402,"['62488', '94401', '104734', '104735']"
770001335508,G210402,"['62488', '94401', '104734', '104735']"
770001335511,G210402,"['94401', '104734', '104735']"
770001335514,G210402,"['62488', '104734', '69573', '94293', '83996', '94401', '104735']"
770001335834,G210402,['83996']
770001335911,G2109,"['52509', '68128', '68969']"
770001336028,G210502,['47772']
770001336043,G210502,['47772']
770001336100,G21050301,"['84497', '101382', '98235', '86060', '23288']"
770001336443,G210402,['103704']
770001336472,G21050102,['63104']
770001336520,G2110,"['83780', '39295']"
770001336522,G2110,['83780']
770001336527,G2110,['52264']
770001336774,G210511,['58691']
770001336810,G210402,"['70259', '69573', '83996', '103704', '94293']"
770001336812,G210402,"['98235', '23472', '62488', '79691', '94401', '51983', '69573', '72631', '83996', '103704', '94293', '74111', '104735']"
770001336813,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
770001336816,G210402,"['23472', '79691', '69573', '83996', '103704', '94293']"
770001336819,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
770001336824,G21040101,"['23472', '62488', '79691', '103684', '96633', '83996', '103704']"
770001336828,G21040101,"['23472', '62488', '79691', '103684', '83996', '103704']"
770001336874,G2110,['78951']
770001336877,G21040101,['7166930543']
770001336907,G2110,"['67232', '73636', '57299', '83996', '52264', '78951', '48556', '26107', '73082', '94293']"
770001337032,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770001337422,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001337447,G21050102,['61448']
770001338219,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001338224,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001338254,G210502,['50615']
770001338324,G2106,['95128']
770001338449,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001338502,G21050102,"['63104', '59541', '58691', '60519', '83996', '47772', '76120', '73082', '52095', '25890']"
770001338505,G21050102,"['63104', '59541', '58691', '52095', '60519', '83996', '76120', '73082', '47772', '25890']"
770001338507,G21050102,"['59541', '58691', '52095', '76120', '73082', '47772', '60519']"
770001338508,G21050102,"['59541', '58691', '52095', '76120', '73082', '47772', '60519']"
770001338581,G210502,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770001339075,G210514,"['59541', '58691', '47772', '76925', '52095']"
770001339078,G210514,"['59541', '58691', '47772', '76925', '52095']"
770001339080,G210514,"['59541', '67070', '58691', '51309', '47772', '105802', '76925', '52095', '95062', '108841']"
770001339410,G210402,"['104734', '73335', '60907', '94401', '104735']"
770001340396,G21050301,"['60199', '86311', '97586', '76120', '83996', '60519']"
770001340463,G210502,['50615']
770001340481,G210502,['50615']
770001340485,G210502,['50615']
770001340490,G210502,['50615']
770001340508,G21050301,['50615']
770001340564,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340574,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340597,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340621,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340662,G21050102,"['59541', '58746', '58691', '61448', '76925', '47772']"
770001340717,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340728,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340773,G2106,['84530']
770001340779,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001340997,G2109,['52509']
770001341692,G21050102,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770001341707,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770001341934,G21050102,"['59541', '52095', '76120', '47772', '60519']"
770001341957,G21050102,"['58691', '66005', '40661']"
770001342099,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770001342132,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770001342153,G21050102,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770001342168,G21050102,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770001342361,G2106,['103322']
770001342368,G2106,['72148']
770001342379,G2106,['63104']
770001342402,G2106,['69418']
770001342444,G210511,"['59541', '58691', '61448', '76925', '47772', '103322']"
770001342483,G210502,"['59541', '58691', '61448', '76925', '47772']"
770001342527,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001342567,G2106,['72148']
770001342586,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001342589,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001342599,G2110,['47245']
770001342623,G2106,['7138600105']
770001342820,G2106,"['73073', '72631', '94401', '104735']"
770001343079,G21050301,"['72148', '69418', '58464', '40661']"
770001343755,G210516,"['104795', '94401', '83996']"
770001344231,G2109,['50615']
770001344333,G2106,['63104']
770001344335,G2106,['63104']
770001344372,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001344483,G21050102,"['59541', '76925', '47772', '58691']"
770001344496,G21050102,"['59541', '47772']"
770001344511,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001344599,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001344696,G2106,['63104']
770001344703,G2106,['72148']
770001344705,G2106,['72148']
770001344722,G2106,['40661']
770001344729,G2106,['63104']
770001344739,G2106,['58464']
770001344742,G2106,['58464']
770001344743,G2106,['58464']
770001344746,G21050301,['69418']
770001345445,G21050101,"['59541', '47772', '58691']"
770001345460,G21050101,['84497']
770001345929,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001345939,G21050102,['59541']
770001345942,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001345953,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001345956,G2106,"['63104', '69418', '59541', '86311', '47772']"
770001345974,G2106,"['69418', '59541', '86311', '58691', '47772', '60519']"
770001345977,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001346166,G2106,"['63104', '69418', '59541', '86311', '47772']"
770001346168,G2106,"['63104', '69418', '59541', '86311', '47772']"
770001346170,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001346173,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001346187,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '47772', '25890']"
770001346241,G210511,"['104795', '51983', '58060', '94990', '104735']"
770001346413,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770001346424,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770001346442,G2106,"['63104', '69418', '59541', '73636', '58464', '79691', '103684', '72148', '86060', '94293', '40661']"
770001346444,G2109,"['52509', '68128', '76351', '68969']"
770001346479,G21050102,"['7175103124', '7175106400']"
770001346555,G210513,"['104795', '94990', '94401']"
770001346558,G210513,"['104795', '94990', '94401']"
770001346680,G2106,['72148']
770001346681,G21050103,"['59541', '76925', '47772', '58691']"
770001346699,G2106,['72148']
770001346986,G210511,"['59541', '58691', '61448', '76925', '47772']"
770001346991,G21040101,"['104795', '104734', '51983', '58060', '72631', '83996', '94401', '74111', '104735']"
770001347070,G21050102,['63104']
770001347077,G21050102,['60519']
770001347079,G21050102,['60519']
770001347134,G21050101,['72148']
770001347136,G21050101,['59541']
770001347137,G21050101,['59541']
770001347221,G21050101,['59541']
770001347365,G21050102,['52095']
770001347497,G210511,"['104795', '47772', '94990', '94401']"
770001347499,G210511,"['104795', '47772', '94990', '94401']"
770001347502,G2106,['59541']
770001347509,G210511,"['104795', '47772', '94990', '94401']"
770001347514,G210511,"['104795', '47772', '94990', '94401']"
770001347519,G210511,"['104795', '47772', '94990', '94401']"
770001347527,G210511,"['104795', '47772', '94990', '94401']"
770001347535,G2106,['59541']
770001347638,G21050102,"['59541', '47772']"
770001347667,G21050102,"['59541', '47772']"
770001347675,G21050102,"['59541', '47772']"
770001347861,G21050102,['76120']
770001347926,G2170,"['96594', '73073', '98235', '96318']"
770001347928,G21050101,"['73073', '65186']"
770001347950,G21050102,['75424']
770001348018,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001348019,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001348041,G21050101,"['58691', '7138603131']"
770001348058,G210402,"['62488', '94401', '51983', '69573', '72631', '7175108163', '94293', '104735']"
770001348061,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001348070,G210402,"['86060', '83996']"
770001348107,G210402,"['94401', '51983', '72631', '83996', '103704', '94293', '104735']"
770001348130,G210402,"['62488', '75290', '103704', '53891']"
770001348208,G210402,"['94293', '83996']"
770001348211,G210402,['86060']
770001348317,G21050101,['47772']
770001348319,G21050101,['47772']
770001348415,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001348444,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001348452,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001348454,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001348459,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001348467,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001348469,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001348471,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001348519,G21050102,['60519']
770001348529,G210402,"['23472', '79691', '83996', '103704', '94293']"
770001348566,G2106,['47772']
770001349845,G210511,['7157101728']
770001349870,G2109,['52509']
770001349950,G210402,"['94401', '104734', '104735']"
770001350574,G2106,"['59541', '60519']"
770001350738,G21050102,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770001351072,G210514,['84530']
770001351079,G210514,['84530']
770001351090,G2106,"['58857', '75422', '84530']"
770001351094,G21050302,"['75815', '75422', '94501', '62752', '73022', '69573', '58857', '85353', '72737', '106431', '23288', '94293']"
770001351266,G21050301,"['75422', '94501', '54936', '58857', '104974', '94293']"
