Материал,Класс,Поставщики
770000868251,G210402,"['104734', '51983', '58060', '83996', '94401', '74111', '104735']"
770000868257,G210402,"['23472', '72222', '83996', '103704', '86060', '107737', '94293']"
770000868264,G210402,"['62488', '83996', '79691', '72222']"
770000868269,G210402,"['23472', '83996', '86060', '107737', '94293']"
770000868282,G210402,"['23472', '72222', '83996', '103704', '94293']"
770000868289,G210402,"['25471', '23472', '62488', '73073', '72222', '83996', '103704', '94293']"
770000868418,G2109,"['73306', '58691', '60519']"
770000868455,G210516,['93061']
770000868476,G21050102,['76120']
770000868520,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770000868658,G210506,['7119001794']
770000868707,G210506,"['69418', '70503', '72632', '76925', '72148']"
770000868909,G21050102,"['75815', '94767', '94293']"
770000868952,G210402,"['23472', '72222', '83996', '103704', '94293']"
770000868957,G210402,"['23472', '72222', '83996', '103704', '94293']"
770000869310,G2106,"['73073', '65186']"
770000869461,G210511,['58691']
770000869462,G210511,"['73073', '94401', '83996']"
770000869463,G210511,"['59541', '44114', '58691', '61448', '69357', '47772']"
770000869464,G210511,"['27605', '58691']"
770000869465,G21050101,"['72148', '76925']"
770000869466,G21050102,['72148']
770000869645,G210511,['58691']
770000869729,G21040101,['44114']
770000869730,G21040101,"['44114', '42935', '74111', '85794']"
770000869732,G21040101,['44114']
770000869738,G21050301,"['72148', '69418', '58464']"
770000869791,G210470,['83996']
770000869940,G2106,"['78921', '71286', '74451', '44433', '71624']"
770000870174,G210502,"['27645', '58691', '39295']"
770000870190,G21050102,"['44114', '58691']"
770000870191,G21050102,['58691']
770000870706,G2106,"['79691', '69418', '86060', '60519']"
770000871741,G210513,"['47772', '58691']"
770000871742,G210513,['58691']
770000872073,G21050102,"['45546', '58691', '108667', '76925', '52095', '66005', '40661']"
770000872076,G21050102,['45546']
770000872115,G21050102,['86311']
770000872117,G21050102,['86311']
770000872123,G21050102,['59541']
770000872126,G21050102,['86311']
770000872191,G210511,"['59541', '61448', '47772', '58691']"
770000872266,G21050102,['58691']
770000872285,G21050102,['58691']
770000872318,G21050102,['58691']
770000872335,G210502,['58691']
770000872349,G21050102,['61448']
770000872371,G21050102,['61448']
770000872381,G21050102,['59541']
770000872384,G2106,['86311']
770000872388,G21050102,"['61448', '59']"
770000872390,G2106,['86311']
770000872393,G21050102,['61448']
770000872394,G2106,['86311']
770000872404,G210502,['59541']
770000872432,G2106,['86311']
770000872466,G2106,['86311']
770000872555,G2106,['86311']
770000872564,G2106,['86311']
770000872592,G21050103,"['27645', '59541', '39295']"
770000872615,G21050103,"['27645', '59541', '39295']"
770000872643,G21050103,"['27645', '59541', '39295']"
770000872678,G21050102,"['59541', '27645', '58691', '61448', '76925', '47772']"
770000872682,G21050102,['61448']
770000872723,G21050103,"['59541', '27645', '39295']"
770000872731,G210502,"['59541', '58691', '61448', '47772', '76925', '52095']"
770000872739,G210402,['7120002701']
770000872749,G21050102,['52095']
770000872757,G21050102,['58691']
770000872776,G21050102,['59541']
770000872778,G21050102,['59541']
770000872779,G21050102,"['59541', '58691', '61448', '47772', '76925', '52095']"
770000872789,G21050102,['61448']
770000872802,G21050102,"['61448', '39295']"
770000872804,G21050102,['61448']
770000872806,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000872808,G21050102,['61448']
770000872816,G21050102,['61448']
770000872817,G21050102,['61448']
770000872818,G21050102,['61448']
770000872819,G21050102,['61448']
770000872858,G210511,"['104795', '59541', '51983', '111892', '94990', '83996', '47772', '94401', '112848']"
770000872938,G21050102,['66005']
770000872955,G21050102,['61448']
770000872961,G21050102,['61448']
770000872963,G21050102,['61448']
770000872965,G21050102,['61448']
770000872967,G21050102,['61448']
770000872973,G210502,['59541']
770000872987,G210502,['59541']
770000872990,G210502,['61448']
770000872993,G210505,['59541']
770000873001,G210502,['58691']
770000873022,G21050102,"['59541', '37571', '58691', '61448', '47772']"
770000873029,G21050102,['61448']
770000873030,G21050301,['60519']
770000873118,G210502,"['59541', '27645']"
770000873175,G21050102,['61448']
770000873179,G21050102,['61448']
770000873315,G21050102,['52095']
770000873323,G21050102,['37571']
770000873325,G21050102,['37571']
770000873352,G2106,"['63104', '69418', '59541', '58464', '72148', '25890']"
770000873407,G21050101,"['72148', '76925', '44114', '69357']"
770000873408,G21050101,"['72148', '44114']"
770000873413,G21050101,['72148']
770000873417,G21050101,"['44114', '54948', '69357']"
770000873908,G210511,"['59541', '58691', '61448', '76925', '47772']"
770000873924,G210511,"['58691', '66005', '40661']"
770000874001,G21050102,['47772']
770000874053,G21050102,['76120']
770000874066,G21050102,['45546']
770000874075,G21050102,['45546']
770000874077,G21050102,['45546']
770000874103,G210511,"['66005', '89499', '58691', '111892', '94401', '40661']"
770000874105,G21050102,['60519']
770000874116,G21050102,['60519']
770000874131,G21050102,['60519']
770000874142,G210505,['86311']
770000874370,G2160,['96633']
770000874442,G21050102,['50615']
770000874820,G21050102,"['59541', '76120', '83996', '47772', '60519']"
770000874828,G210402,"['62488', '93361', '94401', '94501']"
770000874938,G2106,['72148']
770000874977,G2107,['25890']
770000875066,G2106,"['44114', '58464']"
770000875067,G2106,"['72148', '44114']"
770000875068,G21050102,"['60519', '45546']"
770000875129,G2106,['72148']
770000875131,G2106,['72148']
770000875132,G2106,"['72148', '44114']"
770000875133,G2106,"['72148', '44114']"
770000875135,G2106,['72148']
770000875244,G2106,"['72148', '44114']"
770000875245,G2106,"['72148', '44114', '69357']"
770000875246,G2106,"['72148', '44114']"
770000875248,G2106,"['44114', '61285', '69357']"
770000875249,G2106,"['44114', '27645', '58464']"
770000875250,G2106,"['44114', '27645', '58464']"
770000875251,G2106,"['44114', '27645', '58464']"
770000875252,G2106,['58464']
770000875253,G2106,"['44114', '58464']"
770000875255,G2106,"['44114', '58464']"
770000875256,G2106,['58464']
770000875257,G2106,"['44114', '58464', '69357']"
770000875258,G2106,['58464']
770000875259,G2106,"['44114', '58464']"
770000875260,G2106,"['44114', '58464']"
770000875281,G21050102,['61448']
770000875282,G21050102,"['59541', '59']"
770000875283,G21050102,['59541']
770000875286,G21050101,"['47772', '44114']"
770000875287,G21050101,"['72148', '44114', '69357']"
770000875288,G21050101,"['72148', '76925', '44114', '50630']"
770000875289,G21050101,"['72148', '44114']"
770000875290,G21050101,"['72148', '44114']"
770000875292,G21050101,"['72148', '44114']"
770000875293,G21050101,"['72148', '76925', '44114']"
770000875294,G21050101,['44114']
770000875299,G21050101,"['72148', '44114']"
770000875300,G21050101,"['72148', '76925', '44114', '50630']"
770000875301,G21050101,"['72148', '76925', '44114']"
770000875302,G21050101,"['72148', '44114']"
770000875303,G21050101,['72148']
770000875851,G210511,['7160000059']
770000876559,G21050102,['40661']
770000876560,G21050102,['40661']
770000876626,G21040102,"['68501', '106382', '73419', '71605', '91364']"
770000876698,G210511,"['76925', '72632']"
770000876703,G210511,"['76925', '72632']"
770000876705,G210511,"['76925', '72632']"
770000876706,G210511,"['76925', '72632']"
770000876707,G210511,"['76925', '72632']"
770000876710,G210511,"['76925', '65186', '73073', '72632']"
770000877340,G21050101,"['59541', '47772', '58691']"
770000877366,G21050101,"['59541', '47772', '58691']"
770000877381,G21050101,"['59541', '47772', '58691']"
770000877562,G2106,['66005']
770000877565,G2106,['66005']
770000877568,G2106,['66005']
770000877569,G2106,['66005']
770000877571,G2106,['66005']
770000877573,G2106,['66005']
770000877579,G2106,['66005']
770000877582,G2106,['66005']
770000877858,G210402,"['62488', '94401', '104734', '104735']"
770000877948,G2106,"['75815', '58464', '99992', '79691', '73073', '58691', '60070', '83780', '76925', '47772', '71428', '61285']"
770000877956,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000877960,G2106,"['63104', '69418', '59541', '58464', '99208', '76925', '58691', '60070', '61448', '71428', '72148', '47772', '25890', '40661', '97042']"
770000878530,G2109,"['52509', '63379']"
770000878720,G21050301,['7175108163']
770000878780,G21050301,['7175106433']
770000878863,G210502,['58691']
770000878864,G21050102,['37571']
770000878865,G21050102,['37571']
770000878866,G210502,['61448']
770000878867,G210502,"['27645', '61448', '39295']"
770000878868,G210502,"['27645', '61448', '39295']"
770000879040,G2106,['71644']
770000879041,G2106,['71644']
770000879042,G2106,['71644']
770000879043,G2106,['71644']
770000879044,G2106,['71644']
770000879045,G2106,['71644']
770000879046,G2106,['71644']
770000879047,G2106,['71644']
770000879048,G2106,['71644']
770000879049,G2106,['71644']
770000879050,G2106,['71644']
770000879051,G2106,['71644']
770000879052,G2106,['71644']
770000879053,G2106,['71644']
770000879054,G2106,['71644']
770000879055,G2106,['71644']
770000879056,G2106,['71644']
770000879057,G2106,['71644']
770000879058,G2106,['71644']
770000879078,G210402,"['73636', '23472', '62488', '79691', '107737', '83996', '69573', '72164', '96318', '103704', '86060', '75551', '94293', '109587']"
770000879079,G210402,"['73636', '109587', '23472', '62488', '79691', '107737', '83996', '51983', '69573', '72631', '72164', '94293', '96318', '103704', '86060', '75551', '94401', '104735']"
770000879750,G2106,['56762']
770000881020,G21050102,['7140704346']
770000881205,G21050102,"['59541', '44114', '58691', '61448', '47772']"
770000881248,G21050101,['47772']
770000881267,G21050101,['54948']
770000881586,G21050102,['59541']
770000881596,G2106,['59541']
770000881743,G2106,"['86311', '59541', '60519', '97586']"
770000881801,G210470,"['73022', '68377', '23288']"
770000881833,G2106,"['72148', '27645', '39295']"
770000881880,G2106,['72148']
770000881881,G2106,['72148']
770000881910,G210511,"['27645', '58691', '51983', '72631', '94401']"
770000881911,G210511,['58691']
770000882049,G210402,"['96318', '68501', '62752', '23472', '73073', '94994', '51983', '72222', '58060', '72631', '94990', '94293', '83996', '86060', '94401', '109587']"
770000882051,G210402,"['23472', '73073', '51983', '58060', '94990', '83996', '94401']"
770000882052,G210402,"['51983', '72631', '103704', '94401', '104735']"
770000882054,G210402,"['109587', '51983', '72222', '72631', '94293', '83996', '86060', '94401', '104735']"
770000882138,G210402,"['96318', '109587', '23472', '107737', '51983', '96633', '72631', '94293', '83996', '86060', '7140707555', '94401', '104735']"
770000882140,G210402,"['96318', '23472', '73073', '7120000849', '7175110419', '72164', '83996', '86060', '107737', '94293', '109587']"
770000882153,G210402,"['62488', '68501', '62752']"
770000882159,G210402,"['104734', '51983', '58060', '83996', '94401', '74111', '104735']"
770000882644,G21040101,['44114']
770000882660,G2106,"['69418', '59541', '86311', '58691', '25890', '73082', '72148', '47772', '60519']"
770000882745,G2106,['25890']
770000882791,G2106,"['63104', '69418', '59541', '72148']"
770000883095,G210502,"['59541', '58691', '52095', '76925', '47772']"
770000883290,G2106,"['61506', '73073', '72631', '104735']"
770000883958,G21050102,"['47772', '76120', '52095', '60519']"
770000883961,G21050102,"['59541', '86311', '97586', '58691', '60519', '47772', '76120', '83996', '52095', '25890']"
770000883974,G21050102,"['59541', '52095', '76120', '47772', '60519']"
770000883977,G21050301,"['72148', '69418', '58464', '40661']"
770000884018,G210470,"['7175108163', '7175103313']"
770000884051,G21050101,"['59541', '76925', '47772', '58691']"
770000884361,G210502,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000884552,G2106,['60519']
770000884604,G2110,['7166930543']
770000885009,G21050102,['59541']
770000885231,G2106,['72148']
770000885232,G2106,['72148']
770000885233,G2106,['72148']
770000885234,G2106,['69418']
770000885235,G2106,['69418']
770000885237,G2106,['72148']
770000885290,G21050102,"['60519', '66005']"
770000885291,G21050102,"['60519', '66005']"
770000885778,G210402,['7166930543']
770000885812,G210506,"['75422', '94293', '94501']"
770000885863,G2106,['72148']
770000886276,G21050101,"['51982', '73636', '104795', '66372', '101245', '51983', '72222', '58060', '94990', '72164', '94293', '83996', '76338', '75551', '94401', '104735']"
770000886335,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770000886497,G21050103,['66005']
770000886500,G21050101,"['44114', '54948']"
770000886501,G21050101,"['44114', '54948']"
770000886502,G21050101,['54948']
770000886503,G21050101,"['44114', '54948']"
770000886504,G2106,['61285']
770000886540,G2109,"['52509', '68128', '68969']"
770000886606,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770000886611,G21050101,"['72148', '47772', '58691', '54948']"
770000886615,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770000886622,G21050101,"['72148', '47772', '58691', '54948']"
770000887687,G210402,"['23472', '72222', '83996', '103704', '94293']"
770000887689,G210402,['7166930275']
770000887691,G210402,"['73636', '23472', '70503', '107737', '72222', '83996', '103704', '76338', '86060', '75551', '94293', '109587']"
770000887793,G21050102,"['59541', '52095', '76120', '47772', '60519']"
770000887794,G21050102,['76120']
770000887799,G21050102,"['59541', '25890', '76120', '47772', '60519']"
770000887868,G21050102,['76120']
770000887912,G210502,['76120']
770000887935,G210511,"['59541', '58691', '61448', '72631', '76925', '47772', '94401']"
770000887951,G2106,"['74039', '58691', '94990', '83996', '60519']"
770000888211,G2106,['86311']
770000888348,G2106,['66005']
770000888507,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770000888742,G2106,['76925']
770000888751,G2106,['76925']
770000888752,G2106,['76925']
770000889240,G2109,"['11241', '99992', '50604', '78212']"
770000889304,G210502,"['59541', '58691', '61448', '76925', '47772']"
770000889308,G210502,"['59541', '58691', '61448', '76925', '47772', '103322']"
770000889310,G210502,"['59541', '58691', '61448', '76925', '47772']"
770000889492,G21050101,"['44114', '54948']"
770000889493,G21050101,"['44114', '54948', '69357']"
770000889495,G21050101,['54948']
770000889498,G21050101,"['44114', '54948', '50630']"
770000889775,G21040101,"['23472', '83996']"
770000889927,G2106,['72148']
770000890006,G21050101,"['44114', '54948']"
770000890014,G21050101,"['44114', '54948', '50630']"
770000890015,G21050101,['54948']
770000890166,G2110,"['44114', '59310']"
770000890174,G2110,"['44114', '59310']"
770000890313,G2106,['69418']
770000890343,G2106,"['72148', '27645', '39295']"
770000890381,G2106,['76925']
770000890716,G2106,"['44114', '61285']"
770000890717,G2106,"['44114', '61285']"
770000890718,G2106,"['44114', '61285']"
770000890719,G2106,"['44114', '61285', '69357']"
770000890720,G2106,"['44114', '61285']"
770000890721,G2106,"['44114', '61285']"
770000890722,G2106,['61285']
770000890723,G2106,['61285']
770000890724,G2106,['61285']
770000890725,G2106,"['44114', '61285']"
770000890726,G2106,['61285']
770000890727,G2106,['61285']
770000890728,G2106,['61285']
770000890729,G2106,['61285']
770000890730,G2106,"['44114', '38450', '61285']"
770000890731,G2106,['61285']
770000890732,G2106,['61285']
770000890733,G2106,['61285']
770000890734,G2106,"['44114', '58464']"
770000890859,G2106,['58464']
770000890861,G2106,['58464']
770000890862,G2106,"['44114', '58464']"
770000890867,G2106,"['44114', '58464']"
770000890898,G2106,"['44114', '58464']"
770000891182,G210511,"['79691', '94293', '83996']"
770000891387,G210404,"['89499', '73073', '104734', '51983', '72631', '83996', '7175108163', '94401', '104735']"
770000891389,G210404,"['104734', '51983', '83996', '94401', '104735']"
770000891676,G210506,['94293']
770000891871,G21050102,"['58857', '72631', '94293', '47772', '94401']"
770000892151,G2109,"['52509', '68128', '76351', '68969']"
770000892233,G2110,"['44114', '59310']"
770000892544,G2106,['66005']
770000892549,G2106,['66005']
770000892556,G2106,['66005']
770000892558,G2106,['66005']
770000892584,G2106,['66005']
770000892594,G2106,['66005']
770000892642,G210502,"['60519', '66005']"
770000892657,G210402,"['73636', '96318', '23472', '62488', '79691', '96542', '107737', '72222', '69573', '83996', '103704', '75551', '94293']"
770000892841,G2106,['86311']
770000892855,G21040102,"['68501', '62752']"
770000893250,G21040101,"['104734', '51983', '94990', '83996', '104735']"
770000893518,G2106,"['58464', '57650']"
770000893542,G2106,['72148']
770000893645,G21050101,"['68891', '27645']"
770000893646,G21050101,['68891']
770000893647,G21050101,['68891']
770000893648,G21050101,"['68891', '27645']"
770000893670,G2106,['58464']
770000893671,G2106,['61285']
770000893672,G2106,['61285']
770000893677,G2106,['61285']
770000893678,G2106,['61285']
770000893679,G2106,['61285']
770000893680,G2106,"['72171', '89251', '75283', '22216', '52706', '42926', '69472', '61285']"
770000893681,G2106,['72148']
770000893682,G2106,['72148']
770000893753,G2106,['61285']
770000893832,G2110,['24376']
770000893859,G2106,['61285']
770000893921,G2106,['72148']
770000893935,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770000894006,G210402,['7120000849']
770000894011,G210402,['75815']
770000894109,G21050370,['69418']
770000894277,G21050102,['72148']
770000894318,G210403,"['62488', '83996', '79691', '72222']"
770000894325,G210403,"['62488', '83996', '79691', '72222']"
770000894332,G210403,"['62488', '83996', '79691', '72222']"
770000894333,G210403,"['62488', '83996', '79691', '72222']"
770000894334,G210403,"['62488', '83996', '79691', '72222']"
770000894338,G210403,"['23472', '83996', '86060', '107737', '94293']"
770000894345,G210403,"['62488', '83996', '79691', '72222']"
770000894357,G210402,"['72631', '94401', '104735', '51983']"
770000894360,G210402,"['78908', '68501', '99992', '73022', '63379', '55137', '100726', '50604', '99932', '78212']"
770000894362,G210402,"['51983', '96633', '72631', '94401', '104735']"
770000894364,G210402,"['72631', '94401', '104735', '51983']"
770000894370,G210511,"['94401', '104734', '51983', '72631', '94326', '94293']"
770000894380,G210402,"['68501', '94501', '99992', '103072', '99932', '75577', '63379', '94583', '50604', '106436', '78212']"
770000894390,G210402,"['68501', '23472', '94501', '96624', '106436', '103704', '107737', '94293']"
770000894405,G210402,"['75815', '79691', '90622', '83996', '107737', '74111']"
770000894411,G210402,"['103704', '94293', '83996']"
770000894412,G210402,"['72631', '94401', '104735', '51983']"
770000894420,G210402,"['23472', '62488', '79691', '85794', '83996', '94293']"
770000894427,G210402,"['25471', '23472', '62488', '79691', '73073', '96542', '72222', '83996']"
770000894428,G210402,"['23472', '62488', '79691', '83996', '103704', '94293']"
770000894430,G210402,"['62488', '79691', '51983', '72631', '72164', '94293', '83996', '94401', '104735']"
770000894432,G210402,"['72631', '94401', '104735', '51983']"
770000894435,G210402,"['25471', '62488', '51983', '94293', '74111', '79691', '72631', '83996', '86060', '23472', '96542', '73073', '104734', '72222', '58060', '94990', '104735', '72164', '103704', '107737', '94401']"
770000894440,G210402,"['23472', '79691', '69573', '85794', '83996', '103704', '94293']"
770000894442,G210402,"['72631', '94401', '104735', '51983']"
770000894445,G210402,"['69573', '94293', '83996']"
770000894446,G210402,"['72631', '94401', '104735', '51983']"
770000894447,G210402,"['104734', '51983', '58060', '83996', '94401', '74111', '104735']"
770000894449,G210402,"['23472', '83996', '86060', '107737', '94293']"
770000894450,G210402,"['23472', '79691', '103704', '73073', '51983', '72222', '58060', '94990', '72631', '85794', '83996', '72164', '94401', '104735']"
770000894452,G210402,"['94401', '104735', '51983']"
770000894461,G210402,"['23472', '73073', '104734', '51983', '72631', '83996', '94401', '104735']"
770000894467,G210402,"['23472', '104734', '51983', '94401', '104735']"
770000894470,G210402,"['73636', '59545', '73082', '23472', '62488', '79691', '83996', '69573', '96318', '103704', '94293']"
770000894482,G210402,"['23472', '72222', '83996', '103704', '94293']"
770000894487,G210402,"['23472', '62488', '79691', '73073', '103684', '72222', '83996', '103704', '94293']"
770000894495,G210402,"['23472', '62488', '73073', '83996', '103704', '94293']"
770000894660,G2106,"['96633', '27645']"
770000894676,G2106,['71644']
770000894764,G2106,['71644']
770000894771,G2106,['71644']
770000894775,G2106,['71644']
770000894790,G2106,"['93361', '63379', '109890', '71644', '50604', '99932', '78212']"
770000894802,G2106,['71644']
770000894814,G2106,['71644']
770000894816,G2106,['71644']
770000895112,G210502,"['59541', '58691', '61448', '76925', '47772']"
770000895272,G21050101,['72148']
770000895273,G21050101,"['72148', '76925', '44114']"
770000895274,G210470,"['97686', '15985', '56600']"
770000895275,G2106,['58464']
770000895993,G21050301,"['75815', '50683', '68501', '75422', '40222', '88299', '58857', '100481', '23288', '94293']"
770000896699,G21040101,['83996']
770000897175,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000897490,G21040101,"['61506', '94760', '102950', '79691']"
770000897893,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000898372,G21050301,"['68501', '75422', '62752', '88299', '23288', '94293']"
770000898406,G210403,"['97686', '56600']"
770000898422,G210402,"['23472', '83996', '86060', '107737', '94293']"
770000898550,G2110,['67232']
770000898567,G2110,['67232']
770000898573,G2110,['67232']
770000898598,G210511,"['89499', '111892', '94401']"
770000898680,G2106,"['59541', '58691', '60519', '47772', '25890']"
770000898840,G210511,['60907']
770000899056,G21040101,"['104734', '51983', '94990', '83996', '104735']"
770000899190,G210511,"['73073', '91951', '61506', '72631', '85862', '112537']"
770000899253,G2106,"['76925', '69418', '66005', '84530']"
770000899258,G2106,"['76925', '69418', '66005', '84530']"
770000899280,G2106,"['67059', '78548', '69623']"
770000899476,G21050102,['58691']
770000899477,G21050102,['58691']
770000899482,G2109,"['75815', '68501', '73419', '58857', '71605', '91364']"
770000899744,G21050102,"['104795', '51983', '58060', '94990', '104735']"
770000899784,G21050102,"['104795', '51983', '58060', '94990', '104735']"
770000900476,G2110,['61561']
770000900484,G21050102,"['76925', '58691', '66005', '108667']"
770000900826,G2106,['69418']
770000901131,G210402,"['23472', '79691', '103684', '85794', '83996']"
770000901408,G210402,"['23472', '79691', '96542', '72222', '83996', '103704']"
770000901434,G21050102,"['59541', '47772', '60519', '83996']"
770000901435,G21050102,"['58691', '54948', '66005', '40661']"
770000901436,G21050102,"['63104', '59541', '58691', '60519', '47772', '76120', '83996', '52095', '25890']"
770000901557,G210504,"['70182', '79625', '72249']"
770000901558,G210504,"['70182', '79625', '72249']"
770000901559,G210504,"['70182', '79625', '72249']"
770000901560,G210504,"['70182', '72249', '108770', '85862', '79625', '73668']"
770000901561,G210504,"['58837', '70182', '79625', '85862']"
770000901562,G210504,"['70182', '79625', '72249']"
770000901563,G210504,"['70182', '79625', '72249']"
770000901565,G210504,['66005']
770000901566,G210504,['79625']
770000901567,G210504,['79625']
770000901568,G210504,['79625']
770000901570,G210504,"['77050', '79625', '77117']"
770000901572,G210504,['66005']
770000901574,G2109,"['94292', '68128', '68969', '52509', '104143', '73306', '79625']"
770000901910,G21050370,"['99992', '73073', '61506', '109890', '85794', '50604', '99932']"
770000901959,G210511,"['47772', '94293']"
770000902113,G21050102,"['63104', '59541', '58691', '52095', '76120', '25890', '83996', '47772', '60519']"
770000902114,G21050102,"['59541', '58691', '52095', '76120', '47772', '60519']"
770000902120,G21050102,['7140703566']
770000902189,G210470,"['96542', '83996']"
770000902190,G21050101,['50630']
770000902194,G21050101,['47772']
770000902195,G21050101,"['44114', '50630']"
770000902202,G21050101,['50630']
770000902210,G21050101,['50630']
770000902218,G210511,['58691']
770000902219,G210511,['58691']
770000902220,G210511,"['58691', '7140702255']"
770000902227,G210511,"['76925', '59541']"
770000902356,G210502,['47772']
770000902361,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770000902469,G2104,"['94990', '94401']"
770000902551,G210502,['76120']
770000902880,G2106,"['82436', '44194', '75892']"
770000902947,G2109,"['58857', '94990']"
770000903201,G210502,['59541']
770000903205,G210502,['59541']
770000903209,G21050101,"['76925', '59541', '58691', '47772']"
770000903328,G21050101,['59541']
770000903330,G210505,['59541']
770000903335,G210505,['59541']
770000903338,G210505,['59541']
770000903339,G2109,['24376']
770000903363,G21050102,['58691']
770000903376,G21050102,['58691']
770000903621,G2110,['52264']
770000903975,G21050102,"['76120', '83996']"
770000904015,G21050102,['76120']
770000904018,G21050102,"['59541', '25890', '76120', '47772', '60519']"
770000904045,G21050301,"['75422', '7140707753', '68501', '62752']"
770000904052,G21050301,"['78233', '80716', '78247', '20969', '43965', '23288']"
770000904137,G210402,"['60199', '59545', '96318', '97586', '83996', '7120000849', '73082', '86060']"
770000904144,G2106,['59541']
770000904518,G21050102,"['104795', '58060', '7175110267', '94990', '104735']"
770000905414,G21050101,['54948']
770000905446,G21050101,['54948']
770000905448,G21050101,['47772']
770000905699,G210511,"['94401', '104734', '51983']"
770000906210,G210402,"['83996', '86060', '107737', '94293', '109587']"
770000906538,G210470,"['94401', '104734', '104735']"
770000906766,G2106,"['72148', '44114']"
770000906786,G2106,"['44114', '58464']"
770000906789,G2106,['58464']
770000906792,G2106,['58464']
770000906793,G2106,['58464']
770000906794,G2106,['58464']
770000907385,G21050101,"['59541', '61448', '47772', '58691']"
770000907558,G2170,"['58857', '83996', '47772', '37846', '94293']"
770000907721,G2107,"['61448', '47772', '58691', '103322']"
770000907880,G210513,"['73073', '58691', '93663', '105457', '109972', '47772']"
770000908405,G2106,['76925']
770000908407,G2106,"['76925', '72148']"
770000908679,G21050101,"['73073', '94401', '104735']"
770000908798,G2109,['66005']
770000909047,G21050102,"['63104', '75815', '86311', '59541', '62488', '58691', '52095', '83996', '109173', '61448', '58857', '76120', '72164', '73082', '76925', '47772', '60519', '103322']"
770000909048,G210502,"['63104', '69418', '86311', '59541', '97586', '60519', '47772', '76120', '72148', '52095', '25890']"
770000909117,G21050101,"['72148', '44114']"
770000909118,G21050101,"['72148', '44114']"
770000909621,G210511,"['104795', '47772', '94990', '94401']"
770000909698,G210502,"['59541', '97586', '76120', '72148', '47772', '60519']"
770000909820,G21050102,"['68521', '104745']"
770000909853,G21050102,"['59541', '52095', '76120', '73082', '47772', '60519']"
770000909894,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000910250,G21050102,"['94293', '83996', '79900', '69573']"
770000911173,G210404,"['23472', '89499', '73073', '51983', '72631', '83996', '94401', '104735']"
770000911175,G210404,"['72631', '94401', '104735', '51983']"
770000911177,G210404,"['104734', '51983', '83996', '94401', '104735']"
770000911181,G210404,"['104734', '51983', '83996', '94401', '104735']"
770000911296,G21050101,['54948']
770000911309,G21050101,['54948']
770000911310,G21050101,['54948']
770000911311,G21050101,['54948']
770000911448,G210502,['45546']
770000911470,G210402,['83996']
770000911473,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770000911482,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770000911483,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770000911486,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770000911489,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770000911494,G21050101,"['63104', '75815', '59541', '58464', '99992', '76925', '58691', '54948', '60070', '94668', '58287', '72148', '47772', '40661']"
770000911571,G21040101,"['111892', '73073', '72631', '94401']"
770000911774,G210402,"['104734', '51983', '83996', '94401', '74111', '104735']"
770000912016,G210402,"['62488', '104734', '51983', '58060', '83996', '94401', '74111', '104735']"
770000912017,G210402,"['62488', '94401', '104734', '104735']"
770000912019,G210402,"['62488', '94401', '104734', '104735']"
770000913756,G2106,"['44114', '58464']"
770000913770,G210402,['83996']
770000913772,G210402,"['53885', '83996']"
770000914045,G21050102,"['59541', '58691', '61448', '76925', '47772', '103322']"
770000914739,G21050102,"['59541', '44114']"
770000914745,G21050102,['59541']
770000916316,G21050302,"['58691', '104143', '66005']"
770000916633,G2109,['52509']
770000916840,G210402,"['94767', '94293']"
770000916956,G2109,"['73419', '75422', '94501']"
770000916970,G210402,"['110779', '107782', '100726']"
770000917053,G2109,"['104143', '73306', '68128']"
770000917061,G2109,"['75815', '68501', '73419', '58857', '71605', '91364']"
770000917159,G2109,"['58857', '68501', '75422']"
770000917199,G2109,"['75422', '94501', '73419', '52509', '71605']"
770000917246,G2109,"['71605', '73419', '75422', '94501']"
770000917455,G2109,"['75815', '68501', '73419', '58857', '71605', '91364']"
770000917500,G21050102,['73073']
770000917706,G210511,"['59541', '76925', '47772', '58691']"
770000918562,G210511,['73073']
770000918580,G2110,['15985']
770000918584,G2110,"['94401', '15985', '104734', '104735']"
770000918585,G2110,['15985']
770000918586,G2110,['15985']
770000918595,G2106,['104143']
770000918597,G210470,['92706']
