Клиент,Материал,Краткий текст материала,ЕИ,Общее количество,Месяц поставки,Год поставки,Полугодие,Срок поставки,Грузополучатель,Цена,Способ закупки,№ заказа,№ позиции,Дата заказа,ID Лота
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,0.693,12,2023,2,2023-12-01,20001013.0,211568.72,Закупка у единственного поставщика,11485375,1450,2023-07-03,100000692760.0
27605.0,770000409311,Кабель КЭСБП-230 3х16 4кВ,КМ,0.66,12,2023,2,2023-12-01,20001013.0,300261.31,Закупка у единственного поставщика,11485375,1500,2023-07-03,100000692760.0
27605.0,770000719577,Кабель КПвПпБП-130 3х16-4кВ,КМ,0.55,12,2023,2,2023-12-01,20001013.0,202082.66,Закупка у единственного поставщика,11485375,1510,2023-07-03,100000692760.0
27605.0,770001498540,"Кабель КПпТБП-130 3х16-3,3",КМ,0.48,12,2023,2,2023-12-01,20001013.0,202082.65,Закупка у единственного поставщика,11485375,1520,2023-07-03,100000692760.0
27605.0,770001501488,"Кабель КПвБП-Т-160 3х16-3,3",КМ,0.483,12,2023,2,2023-12-01,20001013.0,202082.66,Закупка у единственного поставщика,11485375,1530,2023-07-03,100000692760.0
27605.0,770000719577,Кабель КПвПпБП-130 3х16-4кВ,КМ,0.64,12,2023,2,2023-12-01,20001013.0,445512.64,Закупка у единственного поставщика,11485375,1600,2023-07-03,100000692760.0
27605.0,770001496924,Кабель КПпБП-130 3х16-4,КМ,0.72,12,2023,2,2023-12-01,20001013.0,445512.64,Закупка у единственного поставщика,11485375,1610,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.54,10,2023,2,2023-10-02,20001013.0,719878.88,Закупка у единственного поставщика,11485375,1620,2023-07-03,100000692760.0
27605.0,770001498540,"Кабель КПпТБП-130 3х16-3,3",КМ,0.277,12,2023,2,2023-12-01,20001013.0,445512.65,Закупка у единственного поставщика,11485375,1630,2023-07-03,100000692760.0
27605.0,770000719577,Кабель КПвПпБП-130 3х16-4кВ,КМ,2.055,12,2023,2,2023-12-01,20001013.0,136930.46,Закупка у единственного поставщика,11485376,20,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.5,10,2023,2,2023-10-02,20001013.0,259148.62,Закупка у единственного поставщика,11485376,30,2023-07-03,100000692760.0
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,0.97,12,2023,2,2023-12-01,20001013.0,373407.18,Закупка у единственного поставщика,11485376,50,2023-07-03,100000692760.0
27605.0,770001501392,"Кабель КПпБП-130 3х16-3,3",КМ,0.15,12,2023,2,2023-12-01,20001013.0,373407.2,Закупка у единственного поставщика,11485376,60,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.35,10,2023,2,2023-10-02,20001013.0,1166403.73,Закупка у единственного поставщика,11485376,70,2023-07-03,100000692760.0
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,1.3,12,2023,2,2023-12-01,20001013.0,373407.18,Закупка у единственного поставщика,11485376,80,2023-07-03,100000692760.0
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,0.22,12,2023,2,2023-12-01,20001013.0,373407.17,Закупка у единственного поставщика,11485376,90,2023-07-03,100000692760.0
